"INV_ID","PRINT_DATE","WEB_LOG","INVENTORY_NO"
37362,,,37362
37363,,,37363
37364,,,37364
37365,,,37365
37366,,,37366
37367,,,37367
37368,,,37368
37369,,,37369
37370,,,37370
37371,,,37371
37372,,,37372
37373,,,37373
37374,,,37374
37375,,,37375
37376,,,37376
37377,,,37377
37378,,,37378
37379,,,37379
37380,,,37380
37381,,,37381
37382,,,37382
37383,,,37383
37384,,,37384
37385,,,37385
37386,,,37386
37387,,,37387
37388,,,37388
37389,,,37389
37390,,,37390
37391,,,37391
37392,,,37392
37393,,,37393
37394,,,37394
37395,,,37395
37396,,,37396
37397,,,37397
37398,,,37398
37399,,,37399
86900,,,86900
86901,,,86901
86902,,,86902
86903,,,86903
86904,,,86904
86905,,,86905
86906,,,86906
86907,,,86907
86908,,,86908
86909,,,86909
86910,,,86910
86911,,,86911
86912,,,86912
86913,,,86913
86914,,,86914
86915,,,86915
86916,,,86916
86917,,,86917
86918,,,86918
86919,,,86919
86920,,,86920
86921,,,86921
86922,,,86922
86923,,,86923
86924,,,86924
86925,,,86925
86926,,,86926
86927,,,86927
86928,,,86928
86929,,,86929
86930,,,86930
86931,,,86931
86932,,,86932
86933,,,86933
86934,,,86934
86935,,,86935
86936,,,86936
86937,,,86937
86938,,,86938
86939,,,86939
86940,,,86940
86941,,,86941
86942,,,86942
86943,,,86943
86944,,,86944
86945,,,86945
86946,,,86946
86947,,,86947
86948,,,86948
86949,,,86949
86950,,,86950
86951,,,86951
86952,,,86952
86953,,,86953
86954,,,86954
86955,,,86955
86956,,,86956
86957,,,86957
86958,,,86958
86959,,,86959
86960,,,86960
86961,,,86961
86962,,,86962
86963,,,86963
86964,,,86964
86965,,,86965
86966,,,86966
86967,,,86967
86968,,,86968
86969,,,86969
86970,,,86970
86971,,,86971
86972,,,86972
86973,,,86973
86974,,,86974
86975,,,86975
86976,,,86976
86977,,,86977
86978,,,86978
86979,,,86979
86980,,,86980
86981,,,86981
86982,,,86982
86983,,,86983
86984,,,86984
86985,,,86985
86986,,,86986
86987,,,86987
86988,,,86988
86989,,,86989
86990,,,86990
86991,,,86991
86992,,,86992
86993,,,86993
86994,,,86994
86995,,,86995
86996,,,86996
86997,,,86997
86998,,,86998
86999,,,86999
87000,,,87000
87001,,,87001
87002,,,87002
87003,,,87003
87004,,,87004
87005,,,87005
87006,,,87006
87007,,,87007
87008,,,87008
87009,,,87009
87010,,,87010
87011,,,87011
87012,,,87012
87013,,,87013
87014,,,87014
87154,,,87154
87155,,,87155
87156,,,87156
87157,,,87157
87158,,,87158
87159,,,87159
87160,,,87160
87161,,,87161
87162,,,87162
87163,,,87163
87164,,,87164
87165,,,87165
87166,,,87166
87167,,,87167
87168,,,87168
87169,,,87169
87170,,,87170
87171,,,87171
87172,,,87172
87173,,,87173
87174,,,87174
87175,,,87175
87176,,,87176
87177,,,87177
87178,,,87178
87179,,,87179
87180,,,87180
87181,,,87181
87182,,,87182
87183,,,87183
87184,,,87184
87185,,,87185
87186,,,87186
87187,,,87187
87188,,,87188
87189,,,87189
87190,,,87190
87191,,,87191
87192,,,87192
87193,,,87193
87194,,,87194
87195,,,87195
87196,,,87196
87197,,,87197
87198,,,87198
87199,,,87199
87200,,,87200
87201,,,87201
87202,,,87202
87203,,,87203
87204,,,87204
87205,,,87205
87206,,,87206
87207,,,87207
87208,,,87208
87209,,,87209
87210,,,87210
87211,,,87211
87212,,,87212
87213,,,87213
87214,,,87214
87215,,,87215
87216,,,87216
87217,,,87217
87218,,,87218
87219,,,87219
87220,,,87220
87221,,,87221
87222,,,87222
87223,,,87223
87224,,,87224
87225,,,87225
87226,,,87226
87227,,,87227
87228,,,87228
87229,,,87229
87230,,,87230
87231,,,87231
87232,,,87232
87233,,,87233
87234,,,87234
87235,,,87235
87236,,,87236
87237,,,87237
87238,,,87238
87239,,,87239
87240,,,87240
87241,,,87241
84900,,,84900
84901,,,84901
84902,,,84902
84903,,,84903
84904,,,84904
84905,,,84905
84906,,,84906
84907,,,84907
84908,,,84908
84909,,,84909
84910,,,84910
84911,,,84911
84912,,,84912
84913,,,84913
84914,,,84914
84915,,,84915
84916,,,84916
84917,,,84917
84918,,,84918
84919,,,84919
84920,,,84920
84921,,,84921
84922,,,84922
84923,,,84923
84924,,,84924
84925,,,84925
84926,,,84926
84927,,,84927
84928,,,84928
84929,,,84929
84930,,,84930
84931,,,84931
84932,,,84932
84933,,,84933
84934,,,84934
84935,,,84935
84936,,,84936
84937,,,84937
84938,,,84938
84939,,,84939
84940,,,84940
84941,,,84941
84942,,,84942
84943,,,84943
84944,,,84944
84945,,,84945
84946,,,84946
84947,,,84947
84948,,,84948
84949,,,84949
84950,,,84950
84951,,,84951
84952,,,84952
84953,,,84953
84954,,,84954
84955,,,84955
84956,,,84956
84957,,,84957
84958,,,84958
84959,,,84959
84960,,,84960
84961,,,84961
84962,,,84962
84963,,,84963
84964,,,84964
84965,,,84965
84966,,,84966
84967,,,84967
84968,,,84968
84969,,,84969
84970,,,84970
84971,,,84971
84972,,,84972
84973,,,84973
84974,,,84974
84975,,,84975
84976,,,84976
84977,,,84977
84978,,,84978
84979,,,84979
84980,,,84980
84981,,,84981
84982,,,84982
84983,,,84983
84984,,,84984
84985,,,84985
84986,,,84986
84987,,,84987
84988,,,84988
84989,,,84989
84990,,,84990
84991,,,84991
84992,,,84992
84993,,,84993
84994,,,84994
84995,,,84995
84996,,,84996
84997,,,84997
84998,,,84998
84999,,,84999
85000,,,85000
85001,,,85001
85002,,,85002
85003,,,85003
85004,,,85004
85005,,,85005
85006,,,85006
85007,,,85007
85008,,,85008
85009,,,85009
85010,,,85010
85011,,,85011
85012,,,85012
85013,,,85013
85014,,,85014
85015,,,85015
85016,,,85016
85017,,,85017
85018,,,85018
85019,,,85019
85020,,,85020
40556,,,40556
40557,,,40557
40558,,,40558
40559,,,40559
40560,,,40560
40561,,,40561
40562,,,40562
40563,,,40563
40564,,,40564
40565,,,40565
40566,,,40566
40567,,,40567
40568,,,40568
40569,,,40569
40570,,,40570
40571,,,40571
40572,,,40572
40573,,,40573
40574,,,40574
40575,,,40575
40576,,,40576
40577,,,40577
40578,,,40578
40579,,,40579
40580,,,40580
40581,,,40581
40582,,,40582
40583,,,40583
40584,,,40584
40585,,,40585
40586,,,40586
40587,,,40587
40588,,,40588
40589,,,40589
40590,,,40590
40591,,,40591
40592,,,40592
40593,,,40593
40594,,,40594
40595,,,40595
40596,,,40596
40597,,,40597
40598,,,40598
40599,,,40599
40600,,,40600
40601,,,40601
40602,,,40602
40603,,,40603
40604,,,40604
40605,,,40605
40606,,,40606
40607,,,40607
40608,,,40608
40609,,,40609
40610,,,40610
40611,,,40611
40612,,,40612
40613,,,40613
40614,,,40614
40615,,,40615
40616,,,40616
40617,,,40617
40618,,,40618
40619,,,40619
40620,,,40620
40621,,,40621
40622,,,40622
40623,,,40623
40624,,,40624
40625,,,40625
40626,,,40626
40627,,,40627
40628,,,40628
40629,,,40629
40630,,,40630
40631,,,40631
40632,,,40632
40633,,,40633
40634,,,40634
40635,,,40635
40636,,,40636
40637,,,40637
40638,,,40638
40639,,,40639
40640,,,40640
40641,,,40641
40642,,,40642
40643,,,40643
40644,,,40644
40645,,,40645
40646,,,40646
40647,,,40647
40648,,,40648
40649,,,40649
40650,,,40650
40651,,,40651
40652,,,40652
40653,,,40653
40654,,,40654
40655,,,40655
40656,,,40656
40657,,,40657
40658,,,40658
40659,,,40659
40660,,,40660
40661,,,40661
40662,,,40662
40663,,,40663
40664,,,40664
40665,,,40665
40666,,,40666
40667,,,40667
40668,,,40668
40669,,,40669
40670,,,40670
40671,,,40671
40672,,,40672
40673,,,40673
40674,,,40674
40675,,,40675
40676,,,40676
40677,,,40677
40678,,,40678
40679,,,40679
40680,,,40680
40681,,,40681
40682,,,40682
40683,,,40683
40684,,,40684
40685,,,40685
40686,,,40686
40687,,,40687
40688,,,40688
40689,,,40689
40690,,,40690
40691,,,40691
40692,,,40692
40693,,,40693
40694,,,40694
40695,,,40695
40696,,,40696
40697,,,40697
40698,,,40698
40699,,,40699
71334,,,71334
71335,,,71335
71336,,,71336
71337,,,71337
71338,,,71338
71339,,,71339
71340,,,71340
71341,,,71341
71342,,,71342
71343,,,71343
71344,,,71344
71345,,,71345
71346,,,71346
71347,,,71347
71348,,,71348
71349,,,71349
71350,,,71350
71351,,,71351
71352,,,71352
71353,,,71353
71354,,,71354
71355,,,71355
71356,,,71356
71357,,,71357
71358,,,71358
71359,,,71359
71360,,,71360
71361,,,71361
71362,,,71362
71363,,,71363
71364,,,71364
71365,,,71365
71366,,,71366
71367,,,71367
71368,,,71368
71369,,,71369
71370,,,71370
71371,,,71371
71372,,,71372
71373,,,71373
71374,,,71374
71375,,,71375
71376,,,71376
71377,,,71377
71378,,,71378
71379,,,71379
71380,,,71380
71381,,,71381
71382,,,71382
71383,,,71383
71384,,,71384
71385,,,71385
71386,,,71386
71387,,,71387
71388,,,71388
71389,,,71389
71390,,,71390
71391,,,71391
71392,,,71392
71393,,,71393
71394,,,71394
71395,,,71395
71396,,,71396
71397,,,71397
71398,,,71398
71399,,,71399
71400,,,71400
71401,,,71401
71402,,,71402
71403,,,71403
71404,,,71404
71405,,,71405
71406,,,71406
71407,,,71407
71408,,,71408
71409,,,71409
71410,,,71410
71411,,,71411
71412,,,71412
71413,,,71413
71414,,,71414
71415,,,71415
71416,,,71416
71417,,,71417
71418,,,71418
71419,,,71419
71420,,,71420
71421,,,71421
71422,,,71422
71423,,,71423
71424,,,71424
71425,,,71425
71426,,,71426
71427,,,71427
71428,,,71428
71429,,,71429
71430,,,71430
71431,,,71431
71432,,,71432
71433,,,71433
71434,,,71434
71435,,,71435
71436,,,71436
71437,,,71437
71438,,,71438
71439,,,71439
71440,,,71440
71441,,,71441
71442,,,71442
71443,,,71443
71444,,,71444
68892,,,68892
68893,,,68893
68894,,,68894
68895,,,68895
68896,,,68896
68897,,,68897
68898,,,68898
68899,,,68899
68900,,,68900
68901,,,68901
68902,,,68902
68903,,,68903
68904,,,68904
68905,,,68905
68906,,,68906
68907,,,68907
68908,,,68908
68909,,,68909
68910,,,68910
68911,,,68911
68912,,,68912
68913,,,68913
68914,,,68914
68915,,,68915
68916,,,68916
68917,,,68917
68918,,,68918
68919,,,68919
68920,,,68920
68921,,,68921
68922,,,68922
68923,,,68923
68924,,,68924
68925,,,68925
68926,,,68926
68927,,,68927
68928,,,68928
68929,,,68929
68930,,,68930
68931,,,68931
68932,,,68932
68933,,,68933
68934,,,68934
68935,,,68935
68936,,,68936
68937,,,68937
68938,,,68938
68939,,,68939
68940,,,68940
68941,,,68941
68942,,,68942
68943,,,68943
68944,,,68944
68945,,,68945
68946,,,68946
68947,,,68947
68948,,,68948
68949,,,68949
68950,,,68950
68951,,,68951
68952,,,68952
68953,,,68953
68954,,,68954
68955,,,68955
68956,,,68956
68957,,,68957
68958,,,68958
68959,,,68959
68960,,,68960
68961,,,68961
68962,,,68962
68963,,,68963
68964,,,68964
68965,,,68965
68966,,,68966
68967,,,68967
68968,,,68968
68969,,,68969
68970,,,68970
68971,,,68971
68972,,,68972
68973,,,68973
68974,,,68974
68975,,,68975
68976,,,68976
68977,,,68977
68978,,,68978
68979,,,68979
68980,,,68980
76991,,,76991
76992,,,76992
76993,,,76993
76994,,,76994
76995,,,76995
76996,,,76996
76997,,,76997
76998,,,76998
76999,,,76999
77000,,,77000
77001,,,77001
77002,,,77002
77003,,,77003
77004,,,77004
77005,,,77005
77006,,,77006
77007,,,77007
77008,,,77008
77009,,,77009
77010,,,77010
77011,,,77011
77012,,,77012
77013,,,77013
77014,,,77014
77015,,,77015
77016,,,77016
77017,,,77017
77018,,,77018
77019,,,77019
77020,,,77020
77021,,,77021
77022,,,77022
77023,,,77023
77024,,,77024
77025,,,77025
77026,,,77026
77027,,,77027
77028,,,77028
77029,,,77029
77030,,,77030
77031,,,77031
77032,,,77032
77033,,,77033
77034,,,77034
77035,,,77035
77036,,,77036
77037,,,77037
77038,,,77038
77039,,,77039
77040,,,77040
77041,,,77041
77042,,,77042
77043,,,77043
77044,,,77044
77045,,,77045
77046,,,77046
77047,,,77047
77048,,,77048
77049,,,77049
77050,,,77050
77051,,,77051
77052,,,77052
77053,,,77053
77054,,,77054
77055,,,77055
77056,,,77056
77057,,,77057
77058,,,77058
77059,,,77059
77060,,,77060
77061,,,77061
77062,,,77062
77063,,,77063
77064,,,77064
77065,,,77065
77066,,,77066
77067,,,77067
77068,,,77068
77069,,,77069
77070,,,77070
77071,,,77071
77072,,,77072
77073,,,77073
77074,,,77074
77075,,,77075
77076,,,77076
77077,,,77077
77078,,,77078
77079,,,77079
77080,,,77080
77081,,,77081
77082,,,77082
77083,,,77083
77084,,,77084
77085,,,77085
77086,,,77086
77087,,,77087
77088,,,77088
77089,,,77089
77090,,,77090
77091,,,77091
77092,,,77092
77093,,,77093
77094,,,77094
77095,,,77095
77096,,,77096
77097,,,77097
77098,,,77098
77099,,,77099
77100,,,77100
77101,,,77101
77102,,,77102
77103,,,77103
77104,,,77104
77105,,,77105
77106,,,77106
77107,,,77107
77108,,,77108
35717,,,35717
35718,,,35718
35719,,,35719
35720,,,35720
35721,,,35721
35722,,,35722
35723,,,35723
35724,,,35724
35725,,,35725
35726,,,35726
35727,,,35727
35728,,,35728
35729,,,35729
35730,,,35730
35731,,,35731
35732,,,35732
35733,,,35733
35734,,,35734
35735,,,35735
35736,,,35736
35737,,,35737
35738,,,35738
35739,,,35739
35740,,,35740
35741,,,35741
35742,,,35742
35743,,,35743
35744,,,35744
35745,,,35745
35746,,,35746
35747,,,35747
35748,,,35748
35749,,,35749
35750,,,35750
35751,,,35751
35752,,,35752
35753,,,35753
35754,,,35754
35755,,,35755
35756,,,35756
35757,,,35757
35758,,,35758
35759,,,35759
35760,,,35760
35761,,,35761
35762,,,35762
35763,,,35763
35764,,,35764
35765,,,35765
35766,,,35766
35767,,,35767
35768,,,35768
35769,,,35769
35770,,,35770
35771,,,35771
35772,,,35772
35773,,,35773
35774,,,35774
35775,,,35775
35776,,,35776
35777,,,35777
35778,,,35778
35779,,,35779
35780,,,35780
35781,,,35781
35782,,,35782
35783,,,35783
35784,,,35784
35785,,,35785
35786,,,35786
35787,,,35787
35788,,,35788
35789,,,35789
35790,,,35790
35791,,,35791
35792,,,35792
35793,,,35793
35794,,,35794
35795,,,35795
35796,,,35796
35797,,,35797
35798,,,35798
35799,,,35799
35800,,,35800
35801,,,35801
35802,,,35802
35803,,,35803
35804,,,35804
35805,,,35805
35806,,,35806
35807,,,35807
35808,,,35808
35809,,,35809
35810,,,35810
35811,,,35811
35812,,,35812
35813,,,35813
35814,,,35814
35815,,,35815
35816,,,35816
35817,,,35817
35818,,,35818
35819,,,35819
35820,,,35820
35821,,,35821
35822,,,35822
35823,,,35823
35824,,,35824
35825,,,35825
35826,,,35826
35827,,,35827
35828,,,35828
85141,,,85141
85142,,,85142
85143,,,85143
85144,,,85144
85145,,,85145
85146,,,85146
85147,,,85147
85148,,,85148
85149,,,85149
85150,,,85150
85151,,,85151
85152,,,85152
85153,,,85153
85154,,,85154
85155,,,85155
85156,,,85156
85157,,,85157
85158,,,85158
85159,,,85159
85160,,,85160
85161,,,85161
85162,,,85162
85163,,,85163
85164,,,85164
85165,,,85165
85166,,,85166
85167,,,85167
85168,,,85168
85169,,,85169
85170,,,85170
85171,,,85171
85172,,,85172
85173,,,85173
85174,,,85174
85175,,,85175
85176,,,85176
85177,,,85177
85178,,,85178
85179,,,85179
85180,,,85180
85181,,,85181
85182,,,85182
85183,,,85183
85184,,,85184
85185,,,85185
85186,,,85186
85187,,,85187
85188,,,85188
85189,,,85189
85190,,,85190
85191,,,85191
85192,,,85192
85193,,,85193
85194,,,85194
85195,,,85195
85196,,,85196
85197,,,85197
85198,,,85198
85199,,,85199
85200,,,85200
85201,,,85201
85202,,,85202
85203,,,85203
85204,,,85204
85205,,,85205
85206,,,85206
85207,,,85207
85208,,,85208
85209,,,85209
85210,,,85210
85211,,,85211
85212,,,85212
85213,,,85213
85214,,,85214
85215,,,85215
85216,,,85216
85217,,,85217
85218,,,85218
85219,,,85219
85220,,,85220
85221,,,85221
85222,,,85222
85223,,,85223
85224,,,85224
85225,,,85225
85226,,,85226
85227,,,85227
85228,,,85228
85229,,,85229
85230,,,85230
85231,,,85231
85232,,,85232
85233,,,85233
85234,,,85234
85235,,,85235
85236,,,85236
85237,,,85237
85238,,,85238
69558,,,69558
69559,,,69559
69560,,,69560
69561,,,69561
69562,,,69562
69563,,,69563
69564,,,69564
69565,,,69565
69566,,,69566
69567,,,69567
69568,,,69568
69569,,,69569
69570,,,69570
69571,,,69571
69572,,,69572
69573,,,69573
69574,,,69574
69575,,,69575
69576,,,69576
69577,,,69577
69578,,,69578
69579,,,69579
69580,,,69580
69581,,,69581
69582,,,69582
69583,,,69583
69584,,,69584
69585,,,69585
69586,,,69586
69587,,,69587
69588,,,69588
69589,,,69589
69590,,,69590
69591,,,69591
69592,,,69592
69593,,,69593
69594,,,69594
69595,,,69595
69596,,,69596
69597,,,69597
69598,,,69598
69599,,,69599
69600,,,69600
69601,,,69601
69602,,,69602
69603,,,69603
69604,,,69604
69605,,,69605
69606,,,69606
69607,,,69607
69608,,,69608
69609,,,69609
69610,,,69610
69611,,,69611
69612,,,69612
69613,,,69613
69614,,,69614
69615,,,69615
69616,,,69616
69617,,,69617
69618,,,69618
69619,,,69619
69620,,,69620
69621,,,69621
69622,,,69622
69623,,,69623
69624,,,69624
69625,,,69625
69626,,,69626
69627,,,69627
69628,,,69628
69629,,,69629
69630,,,69630
69631,,,69631
69632,,,69632
69633,,,69633
69634,,,69634
69635,,,69635
69636,,,69636
69637,,,69637
69638,,,69638
69639,,,69639
69640,,,69640
69641,,,69641
69642,,,69642
69643,,,69643
69644,,,69644
69645,,,69645
69646,,,69646
69647,,,69647
69648,,,69648
69649,,,69649
69650,,,69650
69651,,,69651
69652,,,69652
69653,,,69653
69792,,,69792
69793,,,69793
69794,,,69794
69795,,,69795
69796,,,69796
69797,,,69797
69798,,,69798
69799,,,69799
69800,,,69800
69801,,,69801
69802,,,69802
69803,,,69803
69804,,,69804
69805,,,69805
69806,,,69806
69807,,,69807
69808,,,69808
69809,,,69809
69810,,,69810
69811,,,69811
69812,,,69812
69813,,,69813
69814,,,69814
69815,,,69815
69816,,,69816
69817,,,69817
69818,,,69818
69819,,,69819
69820,,,69820
69821,,,69821
69822,,,69822
69823,,,69823
69824,,,69824
69825,,,69825
69826,,,69826
69827,,,69827
69828,,,69828
69829,,,69829
69830,,,69830
69831,,,69831
69832,,,69832
69833,,,69833
69834,,,69834
69835,,,69835
69836,,,69836
69837,,,69837
69838,,,69838
69839,,,69839
69840,,,69840
69841,,,69841
69842,,,69842
69843,,,69843
69844,,,69844
69845,,,69845
69846,,,69846
69847,,,69847
69848,,,69848
69849,,,69849
69850,,,69850
69851,,,69851
69852,,,69852
69853,,,69853
69854,,,69854
69855,,,69855
69856,,,69856
69857,,,69857
69858,,,69858
69859,,,69859
69860,,,69860
69861,,,69861
69862,,,69862
69863,,,69863
69864,,,69864
69865,,,69865
69866,,,69866
69867,,,69867
69868,,,69868
69869,,,69869
69870,,,69870
69871,,,69871
69872,,,69872
69873,,,69873
69874,,,69874
69875,,,69875
69876,,,69876
69877,,,69877
69878,,,69878
69879,,,69879
69880,,,69880
69881,,,69881
69882,,,69882
69883,,,69883
69884,,,69884
69885,,,69885
69886,,,69886
69887,,,69887
69888,,,69888
69889,,,69889
69890,,,69890
69891,,,69891
69892,,,69892
69893,,,69893
69894,,,69894
69895,,,69895
69896,,,69896
69897,,,69897
69898,,,69898
69899,,,69899
69900,,,69900
69901,,,69901
69902,,,69902
69903,,,69903
69904,,,69904
37177,,,37177
37178,,,37178
37179,,,37179
37180,,,37180
37181,,,37181
37182,,,37182
37183,,,37183
37184,,,37184
37185,,,37185
37186,,,37186
37187,,,37187
37188,,,37188
37189,,,37189
37190,,,37190
37191,,,37191
37192,,,37192
37193,,,37193
37194,,,37194
37195,,,37195
37196,,,37196
37197,,,37197
37198,,,37198
37199,,,37199
37200,,,37200
37201,,,37201
37202,,,37202
37203,,,37203
37204,,,37204
37205,,,37205
37206,,,37206
37207,,,37207
37208,,,37208
37209,,,37209
37210,,,37210
37211,,,37211
37212,,,37212
37213,,,37213
37214,,,37214
37215,,,37215
37216,,,37216
37217,,,37217
37218,,,37218
37219,,,37219
37220,,,37220
37221,,,37221
37222,,,37222
37223,,,37223
37224,,,37224
37225,,,37225
37226,,,37226
37227,,,37227
37228,,,37228
37229,,,37229
37230,,,37230
37231,,,37231
37232,,,37232
37233,,,37233
37234,,,37234
37235,,,37235
37236,,,37236
37237,,,37237
42380,,,42380
42381,,,42381
42382,,,42382
42383,,,42383
42384,,,42384
42385,,,42385
42386,,,42386
42387,,,42387
42388,,,42388
42389,,,42389
42390,,,42390
42391,,,42391
42392,,,42392
42393,,,42393
42394,,,42394
42395,,,42395
42396,,,42396
42397,,,42397
42398,,,42398
42399,,,42399
42400,,,42400
42401,,,42401
42402,,,42402
42403,,,42403
42404,,,42404
42405,,,42405
42406,,,42406
42407,,,42407
42408,,,42408
42409,,,42409
42410,,,42410
42411,,,42411
42412,,,42412
42413,,,42413
42414,,,42414
42415,,,42415
42416,,,42416
42417,,,42417
42418,,,42418
42419,,,42419
42420,,,42420
42421,,,42421
42422,,,42422
42423,,,42423
42424,,,42424
42425,,,42425
42426,,,42426
42427,,,42427
42428,,,42428
42429,,,42429
42430,,,42430
42431,,,42431
42432,,,42432
42433,,,42433
42434,,,42434
42435,,,42435
42436,,,42436
42437,,,42437
42438,,,42438
42439,,,42439
42440,,,42440
42441,,,42441
42442,,,42442
42443,,,42443
42444,,,42444
42445,,,42445
42446,,,42446
42447,,,42447
42448,,,42448
42449,,,42449
42450,,,42450
42451,,,42451
42452,,,42452
42453,,,42453
42454,,,42454
42455,,,42455
42456,,,42456
42457,,,42457
42458,,,42458
42459,,,42459
42460,,,42460
42461,,,42461
42462,,,42462
42463,,,42463
42464,,,42464
42465,,,42465
42466,,,42466
42467,,,42467
42468,,,42468
42469,,,42469
42470,,,42470
42471,,,42471
42472,,,42472
42473,,,42473
42474,,,42474
42475,,,42475
42476,,,42476
42477,,,42477
42478,,,42478
42479,,,42479
42480,,,42480
42481,,,42481
42482,,,42482
42483,,,42483
42484,,,42484
42485,,,42485
42486,,,42486
42487,,,42487
42488,,,42488
42489,,,42489
42490,,,42490
42491,,,42491
42492,,,42492
60019,,,60019
60020,,,60020
60021,,,60021
60022,,,60022
60023,,,60023
60024,,,60024
60025,,,60025
60026,,,60026
60027,,,60027
60028,,,60028
60029,,,60029
60030,,,60030
60031,,,60031
60032,,,60032
60033,,,60033
60034,,,60034
60035,,,60035
60036,,,60036
60037,,,60037
60038,,,60038
60039,,,60039
60040,,,60040
60041,,,60041
60042,,,60042
60043,,,60043
60044,,,60044
60045,,,60045
60046,,,60046
60047,,,60047
60048,,,60048
60049,,,60049
60050,,,60050
60051,,,60051
60052,,,60052
60053,,,60053
60054,,,60054
60055,,,60055
60056,,,60056
60057,,,60057
60058,,,60058
60059,,,60059
60060,,,60060
60061,,,60061
60062,,,60062
60063,,,60063
60064,,,60064
60065,,,60065
60066,,,60066
60067,,,60067
60068,,,60068
60069,,,60069
60070,,,60070
60071,,,60071
60072,,,60072
60073,,,60073
60074,,,60074
60075,,,60075
60076,,,60076
60077,,,60077
60078,,,60078
60079,,,60079
60080,,,60080
60081,,,60081
60082,,,60082
60083,,,60083
60084,,,60084
60085,,,60085
60086,,,60086
60087,,,60087
60088,,,60088
60089,,,60089
60090,,,60090
60091,,,60091
60092,,,60092
60093,,,60093
60094,,,60094
60095,,,60095
60096,,,60096
60097,,,60097
60098,,,60098
60099,,,60099
60100,,,60100
60101,,,60101
60102,,,60102
60103,,,60103
60104,,,60104
60105,,,60105
60106,,,60106
60107,,,60107
60108,,,60108
60109,,,60109
60110,,,60110
60111,,,60111
60112,,,60112
60113,,,60113
60114,,,60114
60115,,,60115
41200,,,41200
41201,,,41201
41202,,,41202
41203,,,41203
41204,,,41204
41205,,,41205
41206,,,41206
41207,,,41207
41208,,,41208
41209,,,41209
41210,,,41210
41211,,,41211
41212,,,41212
41213,,,41213
41214,,,41214
41215,,,41215
41216,,,41216
41217,,,41217
41218,,,41218
41219,,,41219
41220,,,41220
41221,,,41221
41222,,,41222
41223,,,41223
41224,,,41224
41225,,,41225
41226,,,41226
41227,,,41227
41228,,,41228
41229,,,41229
41230,,,41230
41231,,,41231
41232,,,41232
41233,,,41233
41234,,,41234
41235,,,41235
41236,,,41236
41237,,,41237
41238,,,41238
41239,,,41239
41240,,,41240
41241,,,41241
41242,,,41242
41243,,,41243
41244,,,41244
41245,,,41245
41246,,,41246
41247,,,41247
41248,,,41248
41249,,,41249
41250,,,41250
41251,,,41251
41252,,,41252
41253,,,41253
41254,,,41254
41255,,,41255
41256,,,41256
41257,,,41257
41258,,,41258
41259,,,41259
41260,,,41260
41261,,,41261
41262,,,41262
41263,,,41263
41264,,,41264
41265,,,41265
41266,,,41266
41267,,,41267
41268,,,41268
41269,,,41269
41270,,,41270
41271,,,41271
41272,,,41272
41273,,,41273
41274,,,41274
41050,,,41050
41051,,,41051
41052,,,41052
41053,,,41053
41054,,,41054
41055,,,41055
41056,,,41056
41057,,,41057
41058,,,41058
41059,,,41059
41060,,,41060
41061,,,41061
41062,,,41062
41063,,,41063
41064,,,41064
41065,,,41065
41066,,,41066
41067,,,41067
41068,,,41068
41069,,,41069
41070,,,41070
41071,,,41071
41072,,,41072
41073,,,41073
41074,,,41074
41075,,,41075
41076,,,41076
41077,,,41077
41078,,,41078
41079,,,41079
41080,,,41080
41081,,,41081
41082,,,41082
41083,,,41083
41084,,,41084
41085,,,41085
41086,,,41086
41087,,,41087
41088,,,41088
41089,,,41089
41090,,,41090
41091,,,41091
41092,,,41092
43215,,,43215
43216,,,43216
43217,,,43217
43218,,,43218
43219,,,43219
43220,,,43220
43221,,,43221
43222,,,43222
43223,,,43223
43224,,,43224
43225,,,43225
43226,,,43226
43227,,,43227
43228,,,43228
43229,,,43229
43230,,,43230
43231,,,43231
43232,,,43232
43233,,,43233
43234,,,43234
43235,,,43235
43236,,,43236
43237,,,43237
43238,,,43238
43239,,,43239
43240,,,43240
43241,,,43241
43242,,,43242
43243,,,43243
43244,,,43244
43245,,,43245
43246,,,43246
43247,,,43247
43248,,,43248
43249,,,43249
43250,,,43250
43251,,,43251
43252,,,43252
43253,,,43253
43254,,,43254
43255,,,43255
43256,,,43256
43257,,,43257
43258,,,43258
43259,,,43259
43260,,,43260
43261,,,43261
43262,,,43262
43263,,,43263
43264,,,43264
43265,,,43265
43266,,,43266
43267,,,43267
43268,,,43268
43269,,,43269
43270,,,43270
43271,,,43271
43272,,,43272
43273,,,43273
43274,,,43274
43275,,,43275
43276,,,43276
43277,,,43277
43278,,,43278
43279,,,43279
43280,,,43280
43281,,,43281
43282,,,43282
43283,,,43283
43284,,,43284
43285,,,43285
43286,,,43286
43287,,,43287
43288,,,43288
43289,,,43289
43290,,,43290
43291,,,43291
43292,,,43292
43293,,,43293
43294,,,43294
43295,,,43295
43296,,,43296
42636,,,42636
42637,,,42637
42638,,,42638
42639,,,42639
42640,,,42640
42641,,,42641
42642,,,42642
42643,,,42643
42644,,,42644
42645,,,42645
42646,,,42646
42647,,,42647
42648,,,42648
42649,,,42649
42650,,,42650
42651,,,42651
42652,,,42652
42653,,,42653
42654,,,42654
42655,,,42655
42656,,,42656
42657,,,42657
42658,,,42658
42659,,,42659
42660,,,42660
42661,,,42661
42662,,,42662
42663,,,42663
42664,,,42664
42665,,,42665
42666,,,42666
