"HESAB_ID","TITLE","CREATE_DATE","USER_ID","STATUS","SUPPLIER_ID","INVOICE_DATE","SUPPLY_TYPE","ITEMS_NO","TITLES_NO","DOC_NO","CONTRACT_NO","INVOICE_DETAILS","COST","EDITED_BY","EDIT_DATE"
325,"325",06-AUG-20,10664,1,,,"",,,,,"",,,
330,"330",06-AUG-20,10664,1,,,"",,,,,"",,,
339,"339",06-AUG-20,10664,1,,,"",,,,,"",,,
348,"348",06-AUG-20,10664,1,,,"",,,,,"",,,
364,"364",06-AUG-20,10664,1,,,"",,,,,"",,,
367,"367",06-AUG-20,10664,1,,,"",,,,,"",,,
391,"391",06-AUG-20,10664,1,,,"",,,,,"",,,
380,"380",06-AUG-20,10664,1,,,"",,,,,"",,,
400,"400",06-AUG-20,10664,1,,,"",,,,,"",,,
410,"410",06-AUG-20,10664,1,,,"",,,,,"",,,
413,"413",06-AUG-20,10664,1,,,"",,,,,"",,,
415,"415",06-AUG-20,10664,1,,,"",,,,,"",,,
418,"418",06-AUG-20,10664,1,,,"",,,,,"",,,
451,"451",06-AUG-20,10664,1,,,"",,,,,"",,,
455,"455",06-AUG-20,10664,1,,,"",,,,,"",,,
445,"445",06-AUG-20,10664,1,,,"",,,,,"",,,
470,"470",06-AUG-20,10664,1,,,"",,,,,"",,,
459,"459",06-AUG-20,10664,1,,,"",,,,,"",,,
461,"461",06-AUG-20,10664,1,,,"",,,,,"",,,
463,"463",06-AUG-20,10664,1,,,"",,,,,"",,,
430,"430",06-AUG-20,10664,1,,,"",,,,,"",,,
433,"433",06-AUG-20,10664,1,,,"",,,,,"",,,
449,"449",06-AUG-20,10664,1,,,"",,,,,"",,,
438,"438",06-AUG-20,10664,1,,,"",,,,,"",,,
117,"117",06-AUG-20,10664,1,,,"",,,,,"",,,
95,"95",06-AUG-20,10664,1,,,"",,,,,"",,,
173,"173",06-AUG-20,10664,1,,,"",,,,,"",,,
78,"78",06-AUG-20,10664,1,,,"",,,,,"",,,
3,"3",06-AUG-20,10664,1,,,"",,,,,"",,,
15,"15",06-AUG-20,10664,1,,,"",,,,,"",,,
176,"176",06-AUG-20,10664,1,,,"",,,,,"",,,
193,"193",06-AUG-20,10664,1,,,"",,,,,"",,,
185,"185",06-AUG-20,10664,1,,,"",,,,,"",,,
181,"181",06-AUG-20,10664,1,,,"",,,,,"",,,
191,"191",06-AUG-20,10664,1,,,"",,,,,"",,,
199,"199",06-AUG-20,10664,1,,,"",,,,,"",,,
232,"232",06-AUG-20,10664,1,,,"",,,,,"",,,
223,"223",06-AUG-20,10664,1,,,"",,,,,"",,,
230,"230",06-AUG-20,10664,1,,,"",,,,,"",,,
224,"224",06-AUG-20,10664,1,,,"",,,,,"",,,
233,"233",06-AUG-20,10664,1,,,"",,,,,"",,,
167,"167",06-AUG-20,10664,1,,,"",,,,,"",,,
247,"247",06-AUG-20,10664,1,,,"",,,,,"",,,
10,"10",06-AUG-20,10664,1,,,"",,,,,"",,,
252,"252",06-AUG-20,10664,1,,,"",,,,,"",,,
264,"264",06-AUG-20,10664,1,,,"",,,,,"",,,
140,"140",06-AUG-20,10664,1,,,"",,,,,"",,,
151,"151",06-AUG-20,10664,1,,,"",,,,,"",,,
269,"269",06-AUG-20,10664,1,,,"",,,,,"",,,
270,"270",06-AUG-20,10664,1,,,"",,,,,"",,,
290,"290",06-AUG-20,10664,1,,,"",,,,,"",,,
287,"287",06-AUG-20,10664,1,,,"",,,,,"",,,
304,"304",06-AUG-20,10664,1,,,"",,,,,"",,,
307,"307",06-AUG-20,10664,1,,,"",,,,,"",,,
311,"311",06-AUG-20,10664,1,,,"",,,,,"",,,
356,"356",06-AUG-20,10664,1,,,"",,,,,"",,,
355,"355",06-AUG-20,10664,1,,,"",,,,,"",,,
366,"366",06-AUG-20,10664,1,,,"",,,,,"",,,
376,"376",06-AUG-20,10664,1,,,"",,,,,"",,,
377,"377",06-AUG-20,10664,1,,,"",,,,,"",,,
392,"392",06-AUG-20,10664,1,,,"",,,,,"",,,
393,"393",06-AUG-20,10664,1,,,"",,,,,"",,,
396,"396",06-AUG-20,10664,1,,,"",,,,,"",,,
404,"404",06-AUG-20,10664,1,,,"",,,,,"",,,
409,"409",06-AUG-20,10664,1,,,"",,,,,"",,,
421,"421",06-AUG-20,10664,1,,,"",,,,,"",,,
453,"453",06-AUG-20,10664,1,,,"",,,,,"",,,
447,"447",06-AUG-20,10664,1,,,"",,,,,"",,,
483,"483",06-AUG-20,10664,1,,,"",,,,,"",,,
425,"425",06-AUG-20,10664,1,,,"",,,,,"",,,
426,"426",06-AUG-20,10664,1,,,"",,,,,"",,,
81,"81",06-AUG-20,10664,1,,,"",,,,,"",,,
1,"1",06-AUG-20,10664,1,,,"",,,,,"",,,
87,"87",06-AUG-20,10664,1,,,"",,,,,"",,,
128,"128",06-AUG-20,10664,1,,,"",,,,,"",,,
33,"33",06-AUG-20,10664,1,,,"",,,,,"",,,
110,"110",06-AUG-20,10664,1,,,"",,,,,"",,,
130,"130",06-AUG-20,10664,1,,,"",,,,,"",,,
12,"12",06-AUG-20,10664,1,,,"",,,,,"",,,
6,"6",06-AUG-20,10664,1,,,"",,,,,"",,,
187,"187",06-AUG-20,10664,1,,,"",,,,,"",,,
182,"182",06-AUG-20,10664,1,,,"",,,,,"",,,
184,"184",06-AUG-20,10664,1,,,"",,,,,"",,,
188,"188",06-AUG-20,10664,1,,,"",,,,,"",,,
189,"189",06-AUG-20,10664,1,,,"",,,,,"",,,
215,"215",06-AUG-20,10664,1,,,"",,,,,"",,,
198,"198",06-AUG-20,10664,1,,,"",,,,,"",,,
228,"228",06-AUG-20,10664,1,,,"",,,,,"",,,
226,"226",06-AUG-20,10664,1,,,"",,,,,"",,,
174,"174",06-AUG-20,10664,1,,,"",,,,,"",,,
254,"254",06-AUG-20,10664,1,,,"",,,,,"",,,
139,"139",06-AUG-20,10664,1,,,"",,,,,"",,,
142,"142",06-AUG-20,10664,1,,,"",,,,,"",,,
152,"152",06-AUG-20,10664,1,,,"",,,,,"",,,
275,"275",06-AUG-20,10664,1,,,"",,,,,"",,,
277,"277",06-AUG-20,10664,1,,,"",,,,,"",,,
292,"292",06-AUG-20,10664,1,,,"",,,,,"",,,
294,"294",06-AUG-20,10664,1,,,"",,,,,"",,,
286,"286",06-AUG-20,10664,1,,,"",,,,,"",,,
309,"309",06-AUG-20,10664,1,,,"",,,,,"",,,
319,"319",06-AUG-20,10664,1,,,"",,,,,"",,,
321,"321",06-AUG-20,10664,1,,,"",,,,,"",,,
322,"322",06-AUG-20,10664,1,,,"",,,,,"",,,
329,"329",06-AUG-20,10664,1,,,"",,,,,"",,,
360,"360",06-AUG-20,10664,1,,,"",,,,,"",,,
374,"374",06-AUG-20,10664,1,,,"",,,,,"",,,
371,"371",06-AUG-20,10664,1,,,"",,,,,"",,,
394,"394",06-AUG-20,10664,1,,,"",,,,,"",,,
399,"399",06-AUG-20,10664,1,,,"",,,,,"",,,
401,"401",06-AUG-20,10664,1,,,"",,,,,"",,,
422,"422",06-AUG-20,10664,1,,,"",,,,,"",,,
424,"424",06-AUG-20,10664,1,,,"",,,,,"",,,
450,"450",06-AUG-20,10664,1,,,"",,,,,"",,,
443,"443",06-AUG-20,10664,1,,,"",,,,,"",,,
480,"480",06-AUG-20,10664,1,,,"",,,,,"",,,
432,"432",06-AUG-20,10664,1,,,"",,,,,"",,,
435,"435",06-AUG-20,10664,1,,,"",,,,,"",,,
441,"441",06-AUG-20,10664,1,,,"",,,,,"",,,
32,"32",06-AUG-20,10664,1,,,"",,,,,"",,,
84,"84",06-AUG-20,10664,1,,,"",,,,,"",,,
92,"92",06-AUG-20,10664,1,,,"",,,,,"",,,
109,"109",06-AUG-20,10664,1,,,"",,,,,"",,,
108,"108",06-AUG-20,10664,1,,,"",,,,,"",,,
22,"22",06-AUG-20,10664,1,,,"",,,,,"",,,
23,"23",06-AUG-20,10664,1,,,"",,,,,"",,,
29,"29",06-AUG-20,10664,1,,,"",,,,,"",,,
47,"47",06-AUG-20,10664,1,,,"",,,,,"",,,
183,"183",06-AUG-20,10664,1,,,"",,,,,"",,,
178,"178",06-AUG-20,10664,1,,,"",,,,,"",,,
9,"9",06-AUG-20,10664,1,,,"",,,,,"",,,
210,"210",06-AUG-20,10664,1,,,"",,,,,"",,,
209,"209",06-AUG-20,10664,1,,,"",,,,,"",,,
217,"217",06-AUG-20,10664,1,,,"",,,,,"",,,
171,"171",06-AUG-20,10664,1,,,"",,,,,"",,,
235,"235",06-AUG-20,10664,1,,,"",,,,,"",,,
240,"240",06-AUG-20,10664,1,,,"",,,,,"",,,
177,"177",06-AUG-20,10664,1,,,"",,,,,"",,,
242,"242",06-AUG-20,10664,1,,,"",,,,,"",,,
245,"245",06-AUG-20,10664,1,,,"",,,,,"",,,
248,"248",06-AUG-20,10664,1,,,"",,,,,"",,,
164,"164",06-AUG-20,10664,1,,,"",,,,,"",,,
28,"28",06-AUG-20,10664,1,,,"",,,,,"",,,
263,"263",06-AUG-20,10664,1,,,"",,,,,"",,,
138,"138",06-AUG-20,10664,1,,,"",,,,,"",,,
145,"145",06-AUG-20,10664,1,,,"",,,,,"",,,
154,"154",06-AUG-20,10664,1,,,"",,,,,"",,,
281,"281",06-AUG-20,10664,1,,,"",,,,,"",,,
305,"305",06-AUG-20,10664,1,,,"",,,,,"",,,
308,"308",06-AUG-20,10664,1,,,"",,,,,"",,,
314,"314",06-AUG-20,10664,1,,,"",,,,,"",,,
318,"318",06-AUG-20,10664,1,,,"",,,,,"",,,
331,"331",06-AUG-20,10664,1,,,"",,,,,"",,,
334,"334",06-AUG-20,10664,1,,,"",,,,,"",,,
335,"335",06-AUG-20,10664,1,,,"",,,,,"",,,
344,"344",06-AUG-20,10664,1,,,"",,,,,"",,,
353,"353",06-AUG-20,10664,1,,,"",,,,,"",,,
375,"375",06-AUG-20,10664,1,,,"",,,,,"",,,
390,"390",06-AUG-20,10664,1,,,"",,,,,"",,,
407,"407",06-AUG-20,10664,1,,,"",,,,,"",,,
429,"429",06-AUG-20,10664,1,,,"",,,,,"",,,
462,"462",06-AUG-20,10664,1,,,"",,,,,"",,,
476,"476",06-AUG-20,10664,1,,,"",,,,,"",,,
436,"436",06-AUG-20,10664,1,,,"",,,,,"",,,
442,"442",06-AUG-20,10664,1,,,"",,,,,"",,,
149,"149",06-AUG-20,10664,1,,,"",,,,,"",,,
103,"103",06-AUG-20,10664,1,,,"",,,,,"",,,
27,"27",06-AUG-20,10664,1,,,"",,,,,"",,,
14,"14",06-AUG-20,10664,1,,,"",,,,,"",,,
204,"204",06-AUG-20,10664,1,,,"",,,,,"",,,
190,"190",06-AUG-20,10664,1,,,"",,,,,"",,,
214,"214",06-AUG-20,10664,1,,,"",,,,,"",,,
216,"216",06-AUG-20,10664,1,,,"",,,,,"",,,
225,"225",06-AUG-20,10664,1,,,"",,,,,"",,,
221,"221",06-AUG-20,10664,1,,,"",,,,,"",,,
222,"222",06-AUG-20,10664,1,,,"",,,,,"",,,
207,"207",06-AUG-20,10664,1,,,"",,,,,"",,,
237,"237",06-AUG-20,10664,1,,,"",,,,,"",,,
168,"168",06-AUG-20,10664,1,,,"",,,,,"",,,
256,"256",06-AUG-20,10664,1,,,"",,,,,"",,,
13,"13",06-AUG-20,10664,1,,,"",,,,,"",,,
255,"255",06-AUG-20,10664,1,,,"",,,,,"",,,
31,"31",06-AUG-20,10664,1,,,"",,,,,"",,,
158,"158",06-AUG-20,10664,1,,,"",,,,,"",,,
291,"291",06-AUG-20,10664,1,,,"",,,,,"",,,
293,"293",06-AUG-20,10664,1,,,"",,,,,"",,,
301,"301",06-AUG-20,10664,1,,,"",,,,,"",,,
303,"303",06-AUG-20,10664,1,,,"",,,,,"",,,
332,"332",06-AUG-20,10664,1,,,"",,,,,"",,,
340,"340",06-AUG-20,10664,1,,,"",,,,,"",,,
343,"343",06-AUG-20,10664,1,,,"",,,,,"",,,
342,"342",06-AUG-20,10664,1,,,"",,,,,"",,,
347,"347",06-AUG-20,10664,1,,,"",,,,,"",,,
352,"352",06-AUG-20,10664,1,,,"",,,,,"",,,
359,"359",06-AUG-20,10664,1,,,"",,,,,"",,,
362,"362",06-AUG-20,10664,1,,,"",,,,,"",,,
370,"370",06-AUG-20,10664,1,,,"",,,,,"",,,
372,"372",06-AUG-20,10664,1,,,"",,,,,"",,,
379,"379",06-AUG-20,10664,1,,,"",,,,,"",,,
387,"387",06-AUG-20,10664,1,,,"",,,,,"",,,
384,"384",06-AUG-20,10664,1,,,"",,,,,"",,,
397,"397",06-AUG-20,10664,1,,,"",,,,,"",,,
402,"402",06-AUG-20,10664,1,,,"",,,,,"",,,
412,"412",06-AUG-20,10664,1,,,"",,,,,"",,,
414,"414",06-AUG-20,10664,1,,,"",,,,,"",,,
423,"423",06-AUG-20,10664,1,,,"",,,,,"",,,
452,"452",06-AUG-20,10664,1,,,"",,,,,"",,,
466,"466",06-AUG-20,10664,1,,,"",,,,,"",,,
467,"467",06-AUG-20,10664,1,,,"",,,,,"",,,
473,"473",06-AUG-20,10664,1,,,"",,,,,"",,,
465,"465",06-AUG-20,10664,1,,,"",,,,,"",,,
484,"484",06-AUG-20,10664,1,,,"",,,,,"",,,
481,"481",06-AUG-20,10664,1,,,"",,,,,"",,,
477,"477",06-AUG-20,10664,1,,,"",,,,,"",,,
200,"200",06-AUG-20,10664,1,,,"",,,,,"",,,
169,"169",06-AUG-20,10664,1,,,"",,,,,"",,,
213,"213",06-AUG-20,10664,1,,,"",,,,,"",,,
208,"208",06-AUG-20,10664,1,,,"",,,,,"",,,
203,"203",06-AUG-20,10664,1,,,"",,,,,"",,,
205,"205",06-AUG-20,10664,1,,,"",,,,,"",,,
194,"194",06-AUG-20,10664,1,,,"",,,,,"",,,
229,"229",06-AUG-20,10664,1,,,"",,,,,"",,,
241,"241",06-AUG-20,10664,1,,,"",,,,,"",,,
175,"175",06-AUG-20,10664,1,,,"",,,,,"",,,
243,"243",06-AUG-20,10664,1,,,"",,,,,"",,,
246,"246",06-AUG-20,10664,1,,,"",,,,,"",,,
249,"249",06-AUG-20,10664,1,,,"",,,,,"",,,
257,"257",06-AUG-20,10664,1,,,"",,,,,"",,,
259,"259",06-AUG-20,10664,1,,,"",,,,,"",,,
262,"262",06-AUG-20,10664,1,,,"",,,,,"",,,
141,"141",06-AUG-20,10664,1,,,"",,,,,"",,,
260,"260",06-AUG-20,10664,1,,,"",,,,,"",,,
30,"30",06-AUG-20,10664,1,,,"",,,,,"",,,
147,"147",06-AUG-20,10664,1,,,"",,,,,"",,,
271,"271",06-AUG-20,10664,1,,,"",,,,,"",,,
274,"274",06-AUG-20,10664,1,,,"",,,,,"",,,
296,"296",06-AUG-20,10664,1,,,"",,,,,"",,,
357,"357",06-AUG-20,10664,1,,,"",,,,,"",,,
361,"361",06-AUG-20,10664,1,,,"",,,,,"",,,
378,"378",06-AUG-20,10664,1,,,"",,,,,"",,,
388,"388",06-AUG-20,10664,1,,,"",,,,,"",,,
383,"383",06-AUG-20,10664,1,,,"",,,,,"",,,
395,"395",06-AUG-20,10664,1,,,"",,,,,"",,,
405,"405",06-AUG-20,10664,1,,,"",,,,,"",,,
419,"419",06-AUG-20,10664,1,,,"",,,,,"",,,
416,"416",06-AUG-20,10664,1,,,"",,,,,"",,,
454,"454",06-AUG-20,10664,1,,,"",,,,,"",,,
456,"456",06-AUG-20,10664,1,,,"",,,,,"",,,
468,"468",06-AUG-20,10664,1,,,"",,,,,"",,,
460,"460",06-AUG-20,10664,1,,,"",,,,,"",,,
485,"485",06-AUG-20,10664,1,,,"",,,,,"",,,
474,"474",06-AUG-20,10664,1,,,"",,,,,"",,,
434,"434",06-AUG-20,10664,1,,,"",,,,,"",,,
457,"457",06-AUG-20,10664,1,,,"",,,,,"",,,
437,"437",06-AUG-20,10664,1,,,"",,,,,"",,,
166,"166",06-AUG-20,10664,1,,,"",,,,,"",,,
163,"163",06-AUG-20,10664,1,,,"",,,,,"",,,
132,"132",06-AUG-20,10664,1,,,"",,,,,"",,,
96,"96",06-AUG-20,10664,1,,,"",,,,,"",,,
58,"58",06-AUG-20,10664,1,,,"",,,,,"",,,
21,"21",06-AUG-20,10664,1,,03-SEP-20,"D",15,1,1300,130000,"Filled just for test",0,,
144,"144",06-AUG-20,10664,1,,,"",,,,,"",,,
2,"2",06-AUG-20,10664,1,,,"",,,,,"",,,
244,"244",06-AUG-20,10664,1,,,"",,,,,"",,,
186,"186",06-AUG-20,10664,1,,,"",,,,,"",,,
201,"201",06-AUG-20,10664,1,,,"",,,,,"",,,
219,"219",06-AUG-20,10664,1,,,"",,,,,"",,,
231,"231",06-AUG-20,10664,1,,,"",,,,,"",,,
227,"227",06-AUG-20,10664,1,,,"",,,,,"",,,
238,"238",06-AUG-20,10664,1,,,"",,,,,"",,,
253,"253",06-AUG-20,10664,1,,,"",,,,,"",,,
19,"19",06-AUG-20,10664,1,,,"",,,,,"",,,
261,"261",06-AUG-20,10664,1,,,"",,,,,"",,,
258,"258",06-AUG-20,10664,1,,,"",,,,,"",,,
150,"150",06-AUG-20,10664,1,,,"",,,,,"",,,
157,"157",06-AUG-20,10664,1,,,"",,,,,"",,,
266,"266",06-AUG-20,10664,1,,,"",,,,,"",,,
279,"279",06-AUG-20,10664,1,,,"",,,,,"",,,
284,"284",06-AUG-20,10664,1,,,"",,,,,"",,,
306,"306",06-AUG-20,10664,1,,,"",,,,,"",,,
310,"310",06-AUG-20,10664,1,,,"",,,,,"",,,
315,"315",06-AUG-20,10664,1,,,"",,,,,"",,,
324,"324",06-AUG-20,10664,1,,,"",,,,,"",,,
317,"317",06-AUG-20,10664,1,,,"",,,,,"",,,
336,"336",06-AUG-20,10664,1,,,"",,,,,"",,,
341,"341",06-AUG-20,10664,1,,,"",,,,,"",,,
345,"345",06-AUG-20,10664,1,,,"",,,,,"",,,
349,"349",06-AUG-20,10664,1,,,"",,,,,"",,,
369,"369",06-AUG-20,10664,1,,,"",,,,,"",,,
385,"385",06-AUG-20,10664,1,,,"",,,,,"",,,
382,"382",06-AUG-20,10664,1,,,"",,,,,"",,,
403,"403",06-AUG-20,10664,1,,,"",,,,,"",,,
417,"417",06-AUG-20,10664,1,,,"",,,,,"",,,
420,"420",06-AUG-20,10664,1,,,"",,,,,"",,,
444,"444",06-AUG-20,10664,1,,,"",,,,,"",,,
428,"428",06-AUG-20,10664,1,,,"",,,,,"",,,
469,"469",06-AUG-20,10664,1,,,"",,,,,"",,,
458,"458",06-AUG-20,10664,1,,,"",,,,,"",,,
479,"479",06-AUG-20,10664,1,,,"",,,,,"",,,
482,"482",06-AUG-20,10664,1,,,"",,,,,"",,,
475,"475",06-AUG-20,10664,1,,,"",,,,,"",,,
431,"431",06-AUG-20,10664,1,,,"",,,,,"",,,
439,"439",06-AUG-20,10664,1,,,"",,,,,"",,,
440,"440",06-AUG-20,10664,1,,,"",,,,,"",,,
17,"17",06-AUG-20,10664,1,,,"",,,,,"",,,
153,"153",06-AUG-20,10664,1,,,"",,,,,"",,,
4,"4",06-AUG-20,10664,1,,,"",,,,,"",,,
127,"127",06-AUG-20,10664,1,,,"",,,,,"",,,
26,"26",06-AUG-20,10664,1,,,"",,,,,"",,,
25,"25",06-AUG-20,10664,1,,,"",,,,,"",,,
197,"197",06-AUG-20,10664,1,,,"",,,,,"",,,
196,"196",06-AUG-20,10664,1,,,"",,,,,"",,,
202,"202",06-AUG-20,10664,1,,,"",,,,,"",,,
212,"212",06-AUG-20,10664,1,,,"",,,,,"",,,
195,"195",06-AUG-20,10664,1,,,"",,,,,"",,,
251,"251",06-AUG-20,10664,1,,,"",,,,,"",,,
170,"170",06-AUG-20,10664,1,,,"",,,,,"",,,
137,"137",06-AUG-20,10664,1,,,"",,,,,"",,,
159,"159",06-AUG-20,10664,1,,,"",,,,,"",,,
148,"148",06-AUG-20,10664,1,,,"",,,,,"",,,
156,"156",06-AUG-20,10664,1,,,"",,,,,"",,,
267,"267",06-AUG-20,10664,1,,,"",,,,,"",,,
268,"268",06-AUG-20,10664,1,,,"",,,,,"",,,
272,"272",06-AUG-20,10664,1,,,"",,,,,"",,,
273,"273",06-AUG-20,10664,1,,,"",,,,,"",,,
280,"280",06-AUG-20,10664,1,,,"",,,,,"",,,
282,"282",06-AUG-20,10664,1,,,"",,,,,"",,,
283,"283",06-AUG-20,10664,1,,,"",,,,,"",,,
285,"285",06-AUG-20,10664,1,,,"",,,,,"",,,
298,"298",06-AUG-20,10664,1,,,"",,,,,"",,,
299,"299",06-AUG-20,10664,1,,,"",,,,,"",,,
328,"328",06-AUG-20,10664,1,,,"",,,,,"",,,
326,"326",06-AUG-20,10664,1,,,"",,,,,"",,,
316,"316",06-AUG-20,10664,1,,,"",,,,,"",,,
350,"350",06-AUG-20,10664,1,,,"",,,,,"",,,
346,"346",06-AUG-20,10664,1,,,"",,,,,"",,,
354,"354",06-AUG-20,10664,1,,,"",,,,,"",,,
358,"358",06-AUG-20,10664,1,,,"",,,,,"",,,
363,"363",06-AUG-20,10664,1,,,"",,,,,"",,,
365,"365",06-AUG-20,10664,1,,,"",,,,,"",,,
368,"368",06-AUG-20,10664,1,,,"",,,,,"",,,
381,"381",06-AUG-20,10664,1,,,"",,,,,"",,,
398,"398",06-AUG-20,10664,1,,,"",,,,,"",,,
406,"406",06-AUG-20,10664,1,,,"",,,,,"",,,
411,"411",06-AUG-20,10664,1,,,"",,,,,"",,,
446,"446",06-AUG-20,10664,1,,,"",,,,,"",,,
448,"448",06-AUG-20,10664,1,,,"",,,,,"",,,
427,"427",06-AUG-20,10664,1,,,"",,,,,"",,,
471,"471",06-AUG-20,10664,1,,,"",,,,,"",,,
472,"472",06-AUG-20,10664,1,,,"",,,,,"",,,
464,"464",06-AUG-20,10664,1,,,"",,,,,"",,,
478,"478",06-AUG-20,10664,1,,,"",,,,,"",,,
